,Date,Adj Close,Close,High,Low,Open,Volume
2,2018-01-02,40.52434158325195,43.06499862670898,43.07500076293945,42.31499862670898,42.540000915527344,102223600
3,2018-01-03,40.51729202270508,43.057498931884766,43.63750076293945,42.9900016784668,43.13249969482422,118071600
4,2018-01-04,40.70548629760742,43.25749969482422,43.36750030517578,43.02000045776367,43.1349983215332,89738400
5,2018-01-05,41.168922424316406,43.75,43.84249877929688,43.26250076293945,43.36000061035156,94640000
6,2018-01-08,41.016021728515625,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200
7,2018-01-09,41.01131439208984,43.58250045776367,43.76499938964844,43.352500915527344,43.63750076293945,86336000
8,2018-01-10,41.00190734863281,43.5724983215332,43.57500076293945,43.25,43.290000915527344,95839600
9,2018-01-11,41.23479461669922,43.81999969482422,43.872501373291016,43.622501373291016,43.647499084472656,74670800
10,2018-01-12,41.660606384277344,44.272499084472656,44.34000015258789,43.91249847412109,44.04499816894531,101672400
11,2018-01-16,41.44888687133789,44.04750061035156,44.84749984741211,44.03499984741211,44.47499847412109,118263600
12,2018-01-17,42.13348007202149,44.775001525878906,44.8125,43.76750183105469,44.03749847412109,137547200
13,2018-01-18,42.17110443115234,44.81499862670898,45.025001525878906,44.5625,44.84249877929688,124773600
14,2018-01-19,41.98290252685547,44.6150016784668,44.89500045776367,44.352500915527344,44.65250015258789,129700400
15,2018-01-22,41.63944625854492,44.25,44.44499969482422,44.150001525878906,44.32500076293945,108434400
16,2018-01-23,41.64884948730469,44.2599983215332,44.86000061035156,44.20500183105469,44.32500076293945,130756400
17,2018-01-24,40.98542785644531,43.55500030517578,44.32500076293945,43.29999923706055,44.3125,204420400
18,2018-01-25,40.25381088256836,42.77750015258789,43.73749923706055,42.63249969482422,43.62749862670898,166116000
19,2018-01-26,40.347904205322266,42.87749862670898,43.0,42.51499938964844,43.0,156572000
20,2018-01-29,39.51277542114258,41.9900016784668,42.540000915527344,41.76750183105469,42.540000915527344,202561600
21,2018-01-30,39.279876708984375,41.74250030517578,41.84249877929688,41.17499923706055,41.38249969482422,184192800
22,2018-01-31,39.38808059692383,41.85749816894531,42.11000061035156,41.625,41.71749877929688,129915600
23,2018-02-01,39.47041702270508,41.94499969482422,42.15499877929688,41.68999862670898,41.79249954223633,188923200
24,2018-02-02,37.75779724121094,40.125,41.70000076293945,40.025001525878906,41.5,346375200
25,2018-02-05,36.81443786621094,39.122501373291016,40.970001220703125,39.0,39.775001525878906,290954000
26,2018-02-06,38.35298156738281,40.75749969482422,40.93000030517578,38.5,38.70750045776367,272975200
27,2018-02-07,37.531959533691406,39.8849983215332,40.84999847412109,39.76750183105469,40.772499084472656,206434400
28,2018-02-08,36.49920654296875,38.78749847412109,40.25,38.75749969482422,40.0724983215332,217562000
29,2018-02-09,36.94563293457031,39.102500915527344,39.47249984741211,37.560001373291016,39.26750183105469,282690400
30,2018-02-12,38.43376922607422,40.6775016784668,40.97249984741211,39.37749862670898,39.625,243278000
31,2018-02-13,38.81878662109375,41.084999084472656,41.1875,40.41249847412109,40.48749923706055,130196800
32,2018-02-14,39.53450012207031,41.84249877929688,41.8849983215332,40.720001220703125,40.7599983215332,162579600
33,2018-02-15,40.86200714111328,43.247501373291016,43.272499084472656,42.25,42.4474983215332,204588800
